query,intent,entities
Withdraw 48530 from my joint account,withdraw_money,"{'account_type': 'joint', 'amount': '48530'}"
Update email id,update_details,{}
How can I open an account?,open_account,{}
Stop cheque number 794083,stop_cheque,{'cheque_number': '794083'}
Deposit 26822 to account 339709535,deposit_money,"{'account_number': '339709535', 'amount': '26822'}"
Show me branch hours for Chennai,branch_locator,{'location': 'Chennai'}
Change my debit card PIN,change_pin,{}
Withdraw ₹11535 from ATM,withdraw_money,{'amount': '11535'}
Please stop cheque 642085,stop_cheque,{'cheque_number': '642085'}
Pay 80913 for gas,pay_bill,"{'amount': '80913', 'bill_type': 'gas'}"
How can I open an account?,open_account,{}
Show my account balance,check_balance,{}
When is my EMI due?,loan_inquiry,{}
Check cashback offers,cashback_inquiry,{}
Set up a standing instruction to pay rent of 26059 monthly,standing_instruction,{'amount': '26059'}
I want to withdraw 96655,withdraw_money,{'amount': '96655'}
How can I open an account?,open_account,{}
Block card ending with 7056,block_card,{'card_number': '7056'}
Open a new rd account,open_account,{'account_type': 'rd'}
Request a new chequebook,request_chequebook,{}
Close fixed deposit account,close_account,{}
Order cheque book for my account,request_chequebook,{}
Close fixed deposit account,close_account,{}
How do I get cashback on my card?,cashback_inquiry,{}
Remove beneficiary Divya,beneficiary_remove,{'person': 'Divya'}
Withdraw ₹76069 from ATM,withdraw_money,{'amount': '76069'}
Change my phone number,update_details,{}
What is the savings interest rate?,interest_rate,{}
Check my debit card limit,card_inquiry,{}
Update email id,update_details,{}
How to close my account?,close_account,{}
Deposit 69742 into my nri account,deposit_money,"{'account_type': 'nri', 'amount': '69742'}"
Stop cheque number 615524,stop_cheque,{'cheque_number': '615524'}
Deposit 63170 to account 135924506,deposit_money,"{'account_number': '135924506', 'amount': '63170'}"
I want to dispute a transaction of 19560,dispute_transaction,{'amount': '19560'}
How to close my account?,close_account,{}
Pay my water bill of 49462,pay_bill,"{'amount': '49462', 'bill_type': 'water'}"
Convert 100 USD to INR,forex_inquiry,{}
Block card ending with 5872,block_card,{'card_number': '5872'}
Tell me about my credit card status,card_inquiry,{}
Block card ending with 9165,block_card,{'card_number': '9165'}
Tell me FD rates,interest_rate,{}
How can I open an account?,open_account,{}
Tell me FD rates,interest_rate,{}
"I lost my card, block it immediately",block_card,{}
Card not working,card_inquiry,{}
Withdraw 36679 from my fd account,withdraw_money,"{'account_type': 'fd', 'amount': '36679'}"
Deposit salary of 51734,deposit_money,{'amount': '51734'}
Locate branch in Mumbai,branch_locator,{'location': 'Mumbai'}
When is my EMI due?,loan_inquiry,{}
I want to withdraw 9595,withdraw_money,{'amount': '9595'}
Please stop cheque 493396,stop_cheque,{'cheque_number': '493396'}
Reset my ATM PIN,pin_reset,{}
Remove beneficiary Simran,beneficiary_remove,{'person': 'Simran'}
See you later,goodbye,{}
Stop cheque number 624235,stop_cheque,{'cheque_number': '624235'}
"Thank you, goodbye",goodbye,{}
Change my debit card PIN,change_pin,{}
Deposit 44865 into my fd account,deposit_money,"{'account_type': 'fd', 'amount': '44865'}"
How do I get cashback on my card?,cashback_inquiry,{}
I need my bank statement,statement_request,{}
Deactivate my credit card now,block_card,{}
Deposit 38824 into my salary account,deposit_money,"{'account_type': 'salary', 'amount': '38824'}"
Add a beneficiary named Kavita account 996239787,beneficiary_add,"{'account_number': '996239787', 'person': 'Kavita'}"
There is an unauthorized transaction on my account,dispute_transaction,{}
Open a new joint account,open_account,{'account_type': 'joint'}
Locate branch in Hyderabad,branch_locator,{'location': 'Hyderabad'}
I want to dispute a transaction of 54652,dispute_transaction,{'amount': '54652'}
Pay my mobile bill of 76619,pay_bill,"{'amount': '76619', 'bill_type': 'mobile'}"
How do I complete KYC?,kyc_update,{}
Pay internet bill 91521 on 25/09/2023,pay_bill,"{'amount': '91521', 'date': '25/09/2023', 'bill_type': 'internet'}"
Update my address to Hyderabad,update_details,{'location': 'Hyderabad'}
Withdraw 82018 from ATM,withdraw_money,{'amount': '82018'}
Deposit salary of ₹54482,deposit_money,{'amount': '54482'}
What is today's forex rate for USD?,forex_inquiry,{}
Change my phone number,update_details,{}
How to close my account?,close_account,{}
Block card ending with 6385,block_card,{'card_number': '6385'}
Show me branch hours for Jaipur,branch_locator,{'location': 'Jaipur'}
Reset my ATM PIN,pin_reset,{}
Pay rent bill 74657 on 14/08/2024,pay_bill,"{'amount': '74657', 'date': '14/08/2024', 'bill_type': 'rent'}"
Send me last 6 months statement,statement_request,{}
What is the savings interest rate?,interest_rate,{}
What is today's forex rate for USD?,forex_inquiry,{}
Where is the nearest branch?,branch_locator,{}
Stop cheque number 699569,stop_cheque,{'cheque_number': '699569'}
Delete payee Sahil,beneficiary_remove,{'person': 'Sahil'}
Deposit 7178 to account 858638444,deposit_money,"{'account_number': '858638444', 'amount': '7178'}"
How do I get cashback on my card?,cashback_inquiry,{}
Delete payee Suman,beneficiary_remove,{'person': 'Suman'}
Pay my loan bill of 61270,pay_bill,"{'amount': '61270', 'bill_type': 'loan'}"
How do I get cashback on my card?,cashback_inquiry,{}
Order cheque book for my account,request_chequebook,{}
"Forgot PIN, how to reset?",pin_reset,{}
Block card ending with 7898,block_card,{'card_number': '7898'}
"Forgot PIN, how to reset?",pin_reset,{}
Close fixed deposit account,close_account,{}
Add payee Vikram account 326810512,beneficiary_add,"{'account_number': '326810512', 'person': 'Vikram'}"
Show me branch hours for Andheri,branch_locator,{'location': 'Andheri'}
Add a beneficiary named Sneha account 582545775,beneficiary_add,"{'account_number': '582545775', 'person': 'Sneha'}"
Open a new fd account,open_account,{'account_type': 'fd'}
Find branch near Nagpur,branch_locator,{'location': 'Nagpur'}
How can I open an account?,open_account,{}
Please stop cheque 317523,stop_cheque,{'cheque_number': '317523'}
Check cashback offers,cashback_inquiry,{}
Stop cheque number 100569,stop_cheque,{'cheque_number': '100569'}
Reset my ATM PIN,pin_reset,{}
Where is the nearest branch?,branch_locator,{}
Find branch near Pune,branch_locator,{'location': 'Pune'}
Add payee Meena account 591160686,beneficiary_add,"{'account_number': '591160686', 'person': 'Meena'}"
What is today's forex rate for USD?,forex_inquiry,{}
Delete payee Kabir,beneficiary_remove,{'person': 'Kabir'}
"Forgot PIN, how to reset?",pin_reset,{}
Change my phone number,update_details,{}
Delete payee Maya,beneficiary_remove,{'person': 'Maya'}
"Thank you, goodbye",goodbye,{}
Open fixed deposit account,open_account,{}
"I lost my card, block it immediately",block_card,{}
Find branch near Thane,branch_locator,{'location': 'Thane'}
Create standing instruction for EMI,standing_instruction,{}
How do I get cashback on my card?,cashback_inquiry,{}
"Forgot PIN, how to reset?",pin_reset,{}
Show loan interest rates,loan_inquiry,{}
What is today's forex rate for USD?,forex_inquiry,{}
"I lost my card, block it immediately",block_card,{}
Pay 16625 for subscription,pay_bill,"{'amount': '16625', 'bill_type': 'subscription'}"
Remove beneficiary Vikram,beneficiary_remove,{'person': 'Vikram'}
There is an unauthorized transaction on my account,dispute_transaction,{}
How to apply for a personal loan?,loan_inquiry,{}
I need my bank statement,statement_request,{}
Withdraw ₹29133 from ATM,withdraw_money,{'amount': '29133'}
I want to withdraw ₹45507,withdraw_money,{'amount': '45507'}
Update email id,update_details,{}
Please stop cheque 366776,stop_cheque,{'cheque_number': '366776'}
Show my recent card transactions,card_inquiry,{}
Tell me FD rates,interest_rate,{}
Open a new rd account,open_account,{'account_type': 'rd'}
How do I get cashback on my card?,cashback_inquiry,{}
Withdraw 36399 from ATM,withdraw_money,{'amount': '36399'}
Withdraw 37246 from my rd account,withdraw_money,"{'account_type': 'rd', 'amount': '37246'}"
Show account statement for 17/10/2026,statement_request,{'date': '17/10/2026'}
Check cashback offers,cashback_inquiry,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Change my debit card PIN,change_pin,{}
Show balance of account 529418646,check_balance,{'account_number': '529418646'}
How can I open an account?,open_account,{}
Pay 80583 for mobile,pay_bill,"{'amount': '80583', 'bill_type': 'mobile'}"
Deposit 17129 to account 14679009,deposit_money,"{'account_number': '14679009', 'amount': '17129'}"
Change my phone number,update_details,{}
Please stop cheque 465308,stop_cheque,{'cheque_number': '465308'}
Translate hello,out_of_scope,{}
Add payee Rohan account 95894955,beneficiary_add,"{'account_number': '95894955', 'person': 'Rohan'}"
Deposit salary of 5609,deposit_money,{'amount': '5609'}
Update my KYC documents,kyc_update,{}
When is my EMI due?,loan_inquiry,{}
I want information about car loan,loan_inquiry,{'loan_type': 'car'}
What is today's forex rate for USD?,forex_inquiry,{}
Update my KYC documents,kyc_update,{}
Update my address to Jaipur,update_details,{'location': 'Jaipur'}
What is the savings interest rate?,interest_rate,{}
Convert 100 USD to INR,forex_inquiry,{}
What is my account balance as on 20/09/2026,check_balance,{'date': '20/09/2026'}
Deposit salary of 78313,deposit_money,{'amount': '78313'}
What is today's forex rate for USD?,forex_inquiry,{}
I want to withdraw ₹34941,withdraw_money,{'amount': '34941'}
Show me branch hours for Pune,branch_locator,{'location': 'Pune'}
Convert 100 USD to INR,forex_inquiry,{}
Add payee Rohit account 200060585,beneficiary_add,"{'account_number': '200060585', 'person': 'Rohit'}"
Create standing instruction for EMI,standing_instruction,{}
Tell me about my credit card status,card_inquiry,{}
What is the savings interest rate?,interest_rate,{}
Show my account balance,check_balance,{}
Delete payee Divya,beneficiary_remove,{'person': 'Divya'}
See you later,goodbye,{}
Check cashback offers,cashback_inquiry,{}
Find branch near Bengaluru,branch_locator,{'location': 'Bengaluru'}
"Thank you, goodbye",goodbye,{}
Tell me FD rates,interest_rate,{}
Stop cheque number 940534,stop_cheque,{'cheque_number': '940534'}
Tell me a joke,out_of_scope,{}
Show my account balance,check_balance,{}
Send me last 6 months statement,statement_request,{}
Transfer 53950 on 12/03/2025 to account 280906497,transfer_money,"{'account_number': '280906497', 'amount': '53950', 'date': '12/03/2025'}"
Add a beneficiary named Ankit account 792214952,beneficiary_add,"{'account_number': '792214952', 'person': 'Ankit'}"
I want information about home loan,loan_inquiry,{'loan_type': 'home'}
When is my EMI due?,loan_inquiry,{}
Pay my subscription bill of 15700,pay_bill,"{'amount': '15700', 'bill_type': 'subscription'}"
How do I get cashback on my card?,cashback_inquiry,{}
Bye,goodbye,{}
Check cashback offers,cashback_inquiry,{}
Deactivate my credit card now,block_card,{}
How do I get cashback on my card?,cashback_inquiry,{}
Set up a standing instruction to pay rent of 31197 monthly,standing_instruction,{'amount': '31197'}
Close fixed deposit account,close_account,{}
Please stop cheque 250755,stop_cheque,{'cheque_number': '250755'}
Find branch near Chennai,branch_locator,{'location': 'Chennai'}
What is the savings interest rate?,interest_rate,{}
I want to change PIN,change_pin,{}
Update my KYC documents,kyc_update,{}
Open a new checking account,open_account,{'account_type': 'checking'}
Transfer ₹91594 to account 322817973,transfer_money,"{'account_number': '322817973', 'amount': '91594'}"
Remove beneficiary Maya,beneficiary_remove,{'person': 'Maya'}
Block my debit card,block_card,{}
What is the savings interest rate?,interest_rate,{}
Remove beneficiary Ravi,beneficiary_remove,{'person': 'Ravi'}
Request a new chequebook,request_chequebook,{}
Reset my ATM PIN,pin_reset,{}
How can I open an account?,open_account,{}
Check available funds in my checking account,check_balance,{'account_type': 'checking'}
Please transfer 60711 to Neha's account 432665812,transfer_money,"{'account_number': '432665812', 'amount': '60711', 'person': 'Neha'}"
Show loan interest rates,loan_inquiry,{}
Close my checking account,close_account,{'account_type': 'checking'}
Add payee Arjun account 653751918,beneficiary_add,"{'account_number': '653751918', 'person': 'Arjun'}"
Change my debit card PIN,change_pin,{}
Tell me a joke,out_of_scope,{}
Show balance of account 262960628,check_balance,{'account_number': '262960628'}
Add a beneficiary named Rohit account 898007354,beneficiary_add,"{'account_number': '898007354', 'person': 'Rohit'}"
How do I get cashback on my card?,cashback_inquiry,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
How to apply for a personal loan?,loan_inquiry,{}
Check my debit card limit,card_inquiry,{}
Tell me FD rates,interest_rate,{}
Deposit salary of ₹46779,deposit_money,{'amount': '46779'}
Request a new chequebook,request_chequebook,{}
How can I open an account?,open_account,{}
See you later,goodbye,{}
Check available funds in my rd account,check_balance,{'account_type': 'rd'}
Stop cheque number 501035,stop_cheque,{'cheque_number': '501035'}
How do I get cashback on my card?,cashback_inquiry,{}
How do I complete KYC?,kyc_update,{}
Check available funds in my salary account,check_balance,{'account_type': 'salary'}
Close my checking account,close_account,{'account_type': 'checking'}
I want to change PIN,change_pin,{}
Remove beneficiary Karan,beneficiary_remove,{'person': 'Karan'}
Where is the nearest branch?,branch_locator,{}
Send me last 6 months statement,statement_request,{}
Convert 100 USD to INR,forex_inquiry,{}
Show loan interest rates,loan_inquiry,{}
Block my debit card,block_card,{}
Create standing instruction for EMI,standing_instruction,{}
Show me branch hours for Mumbai,branch_locator,{'location': 'Mumbai'}
Locate branch in Bengaluru,branch_locator,{'location': 'Bengaluru'}
Deposit salary of 96395,deposit_money,{'amount': '96395'}
How do I get cashback on my card?,cashback_inquiry,{}
Reset my ATM PIN,pin_reset,{}
Check my debit card limit,card_inquiry,{}
I want to dispute a transaction of ₹1868,dispute_transaction,{'amount': '1868'}
Update my KYC documents,kyc_update,{}
Check cashback offers,cashback_inquiry,{}
Send me last 6 months statement,statement_request,{}
Locate branch in Chennai,branch_locator,{'location': 'Chennai'}
Show loan interest rates,loan_inquiry,{}
Reset my ATM PIN,pin_reset,{}
Change my phone number,update_details,{}
Change my phone number,update_details,{}
Send me last 6 months statement,statement_request,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
I want to withdraw 11180,withdraw_money,{'amount': '11180'}
What is the savings interest rate?,interest_rate,{}
What is the savings interest rate?,interest_rate,{}
Where is the nearest branch?,branch_locator,{}
Tell me FD rates,interest_rate,{}
Delete payee Anita,beneficiary_remove,{'person': 'Anita'}
Update email id,update_details,{}
Update my address to Pune,update_details,{'location': 'Pune'}
I want information about education loan,loan_inquiry,{'loan_type': 'education'}
Tell me FD rates,interest_rate,{}
Show loan interest rates,loan_inquiry,{}
Change my debit card PIN,change_pin,{}
Pay credit_card bill 19365 on 04/06/2024,pay_bill,"{'amount': '19365', 'date': '04/06/2024', 'bill_type': 'credit_card'}"
Close my fd account,close_account,{'account_type': 'fd'}
I want to withdraw 18050,withdraw_money,{'amount': '18050'}
Show account statement for 17/05/2025,statement_request,{'date': '17/05/2025'}
Check my debit card limit,card_inquiry,{}
Card not working,card_inquiry,{}
I want to withdraw 47094,withdraw_money,{'amount': '47094'}
Delete payee Sahil,beneficiary_remove,{'person': 'Sahil'}
Convert 100 USD to INR,forex_inquiry,{}
Close my salary account,close_account,{'account_type': 'salary'}
How do I get cashback on my card?,cashback_inquiry,{}
Show account statement for 31/10/2025,statement_request,{'date': '31/10/2025'}
Block my debit card,block_card,{}
Add a beneficiary named Priya account 186492992,beneficiary_add,"{'account_number': '186492992', 'person': 'Priya'}"
Tell me my savings balance,check_balance,{}
Send me last 6 months statement,statement_request,{}
Deactivate my credit card now,block_card,{}
Deposit salary of 57637,deposit_money,{'amount': '57637'}
I want information about education loan,loan_inquiry,{'loan_type': 'education'}
Transfer 59688 on 07/08/2024 to account 994851203,transfer_money,"{'account_number': '994851203', 'amount': '59688', 'date': '07/08/2024'}"
Change my debit card PIN,change_pin,{}
Delete payee Maya,beneficiary_remove,{'person': 'Maya'}
Remove beneficiary Rahul,beneficiary_remove,{'person': 'Rahul'}
Update email id,update_details,{}
Close fixed deposit account,close_account,{}
"Forgot PIN, how to reset?",pin_reset,{}
Deposit 14079 into my joint account,deposit_money,"{'account_type': 'joint', 'amount': '14079'}"
Convert 100 USD to INR,forex_inquiry,{}
Withdraw 83188 from ATM,withdraw_money,{'amount': '83188'}
Deposit 2766 to account 557613687,deposit_money,"{'account_number': '557613687', 'amount': '2766'}"
Reset my ATM PIN,pin_reset,{}
Update my address to Kolkata,update_details,{'location': 'Kolkata'}
"Forgot PIN, how to reset?",pin_reset,{}
Locate branch in Delhi,branch_locator,{'location': 'Delhi'}
I want to change PIN,change_pin,{}
I want to withdraw 98430,withdraw_money,{'amount': '98430'}
What is the savings interest rate?,interest_rate,{}
Check cashback offers,cashback_inquiry,{}
Tell me FD rates,interest_rate,{}
Tell me FD rates,interest_rate,{}
What's the weather today?,out_of_scope,{}
Order cheque book for my account,request_chequebook,{}
Show my account balance,check_balance,{}
Find branch near Kolkata,branch_locator,{'location': 'Kolkata'}
Transfer 38136 to account 358085133,transfer_money,"{'account_number': '358085133', 'amount': '38136'}"
Please stop cheque 397949,stop_cheque,{'cheque_number': '397949'}
Pay 42077 for electricity,pay_bill,"{'amount': '42077', 'bill_type': 'electricity'}"
How do I get cashback on my card?,cashback_inquiry,{}
I want to change PIN,change_pin,{}
Show account statement for 14/05/2026,statement_request,{'date': '14/05/2026'}
Open fixed deposit account,open_account,{}
Reset my ATM PIN,pin_reset,{}
I need my bank statement,statement_request,{}
Locate branch in Delhi,branch_locator,{'location': 'Delhi'}
Please stop cheque 217984,stop_cheque,{'cheque_number': '217984'}
What is the savings interest rate?,interest_rate,{}
Block my debit card,block_card,{}
"Forgot PIN, how to reset?",pin_reset,{}
What is today's forex rate for USD?,forex_inquiry,{}
Change my debit card PIN,change_pin,{}
How do I get cashback on my card?,cashback_inquiry,{}
I want to change PIN,change_pin,{}
I want to dispute a transaction of 59300,dispute_transaction,{'amount': '59300'}
Set up a standing instruction to pay rent of 87893 monthly,standing_instruction,{'amount': '87893'}
Tell me my savings balance,check_balance,{}
I want to dispute a transaction of 29641,dispute_transaction,{'amount': '29641'}
Transfer 79319 to account 519339173,transfer_money,"{'account_number': '519339173', 'amount': '79319'}"
Tell me my savings balance,check_balance,{}
Check cashback offers,cashback_inquiry,{}
Check cashback offers,cashback_inquiry,{}
Add payee Tanvi account 440038278,beneficiary_add,"{'account_number': '440038278', 'person': 'Tanvi'}"
Please stop cheque 852293,stop_cheque,{'cheque_number': '852293'}
Stop cheque number 266461,stop_cheque,{'cheque_number': '266461'}
Open fixed deposit account,open_account,{}
I want information about car loan,loan_inquiry,{'loan_type': 'car'}
Add payee Teja account 967929194,beneficiary_add,"{'account_number': '967929194', 'person': 'Teja'}"
Transfer 25501 to account 921162697,transfer_money,"{'account_number': '921162697', 'amount': '25501'}"
Update email id,update_details,{}
Stop cheque number 757776,stop_cheque,{'cheque_number': '757776'}
Deposit 36315 into my savings account,deposit_money,"{'account_type': 'savings', 'amount': '36315'}"
Request a new chequebook,request_chequebook,{}
Add a beneficiary named Maya account 126952964,beneficiary_add,"{'account_number': '126952964', 'person': 'Maya'}"
I want to change PIN,change_pin,{}
Create standing instruction for EMI,standing_instruction,{}
Block card ending with 3594,block_card,{'card_number': '3594'}
What is today's forex rate for USD?,forex_inquiry,{}
"Forgot PIN, how to reset?",pin_reset,{}
Close my nri account,close_account,{'account_type': 'nri'}
Where is the nearest branch?,branch_locator,{}
Delete payee Irfan,beneficiary_remove,{'person': 'Irfan'}
Stop cheque number 155074,stop_cheque,{'cheque_number': '155074'}
Open fixed deposit account,open_account,{}
How can I open an account?,open_account,{}
Tell me a joke,out_of_scope,{}
Delete payee Kabir,beneficiary_remove,{'person': 'Kabir'}
Locate branch in Thane,branch_locator,{'location': 'Thane'}
I want to dispute a transaction of 80078,dispute_transaction,{'amount': '80078'}
Stop cheque number 823468,stop_cheque,{'cheque_number': '823468'}
Locate branch in Bengaluru,branch_locator,{'location': 'Bengaluru'}
Check cashback offers,cashback_inquiry,{}
Open fixed deposit account,open_account,{}
Delete payee Rahul,beneficiary_remove,{'person': 'Rahul'}
Please stop cheque 975679,stop_cheque,{'cheque_number': '975679'}
Set up a standing instruction to pay rent of ₹97855 monthly,standing_instruction,{'amount': '97855'}
Update my address to Hyderabad,update_details,{'location': 'Hyderabad'}
Update my KYC documents,kyc_update,{}
Stop cheque number 216320,stop_cheque,{'cheque_number': '216320'}
I want to withdraw 10134,withdraw_money,{'amount': '10134'}
Pay gas bill 52072 on 11/06/2023,pay_bill,"{'amount': '52072', 'date': '11/06/2023', 'bill_type': 'gas'}"
Close fixed deposit account,close_account,{}
Add a beneficiary named Meena account 411869868,beneficiary_add,"{'account_number': '411869868', 'person': 'Meena'}"
Update my address to Pune,update_details,{'location': 'Pune'}
Show me branch hours for Dadar,branch_locator,{'location': 'Dadar'}
What is the savings interest rate?,interest_rate,{}
Open fixed deposit account,open_account,{}
Show loan interest rates,loan_inquiry,{}
Pay electricity bill ₹23569 on 11/09/2024,pay_bill,"{'amount': '23569', 'date': '11/09/2024', 'bill_type': 'electricity'}"
How do I get cashback on my card?,cashback_inquiry,{}
Check cashback offers,cashback_inquiry,{}
Add payee Rahul account 9960544,beneficiary_add,"{'account_number': '9960544', 'person': 'Rahul'}"
How do I get cashback on my card?,cashback_inquiry,{}
What is the savings interest rate?,interest_rate,{}
Send 79557 to Meena today,transfer_money,"{'amount': '79557', 'person': 'Meena'}"
Reset my ATM PIN,pin_reset,{}
What is the savings interest rate?,interest_rate,{}
Reset my ATM PIN,pin_reset,{}
Deactivate my credit card now,block_card,{}
Where is the nearest branch?,branch_locator,{}
Withdraw 21721 from ATM,withdraw_money,{'amount': '21721'}
Deposit salary of 5279,deposit_money,{'amount': '5279'}
Close fixed deposit account,close_account,{}
Convert 100 USD to INR,forex_inquiry,{}
I need my bank statement,statement_request,{}
Request a new chequebook,request_chequebook,{}
Show loan interest rates,loan_inquiry,{}
Close my fd account,close_account,{'account_type': 'fd'}
I want information about home loan,loan_inquiry,{'loan_type': 'home'}
Create standing instruction for EMI,standing_instruction,{}
I want to change PIN,change_pin,{}
Remove beneficiary Sneha,beneficiary_remove,{'person': 'Sneha'}
Order cheque book for my account,request_chequebook,{}
Update my KYC documents,kyc_update,{}
What is my account balance as on 26/04/2025,check_balance,{'date': '26/04/2025'}
Close my checking account,close_account,{'account_type': 'checking'}
Transfer 18181 on 09/11/2025 to account 235503870,transfer_money,"{'account_number': '235503870', 'amount': '18181', 'date': '09/11/2025'}"
Open YouTube,out_of_scope,{}
Update my address to Thane,update_details,{'location': 'Thane'}
Create standing instruction for EMI,standing_instruction,{}
Update email id,update_details,{}
Create standing instruction for EMI,standing_instruction,{}
I want to withdraw 6979,withdraw_money,{'amount': '6979'}
How to apply for a personal loan?,loan_inquiry,{}
Change my debit card PIN,change_pin,{}
Change my phone number,update_details,{}
Change my debit card PIN,change_pin,{}
What is today's forex rate for USD?,forex_inquiry,{}
I want to dispute a transaction of 76013,dispute_transaction,{'amount': '76013'}
How can I open an account?,open_account,{}
What is the savings interest rate?,interest_rate,{}
Block my debit card,block_card,{}
Convert 100 USD to INR,forex_inquiry,{}
Check my debit card limit,card_inquiry,{}
Delete payee Suman,beneficiary_remove,{'person': 'Suman'}
Convert 100 USD to INR,forex_inquiry,{}
Close my fd account,close_account,{'account_type': 'fd'}
Close my nri account,close_account,{'account_type': 'nri'}
I want to dispute a transaction of 45382,dispute_transaction,{'amount': '45382'}
Change my debit card PIN,change_pin,{}
Tell me FD rates,interest_rate,{}
Show account statement for 03/12/2026,statement_request,{'date': '03/12/2026'}
Change my debit card PIN,change_pin,{}
Set up a standing instruction to pay rent of ₹92835 monthly,standing_instruction,{'amount': '92835'}
End chat,goodbye,{}
Send me last 6 months statement,statement_request,{}
Close my salary account,close_account,{'account_type': 'salary'}
Locate branch in Hyderabad,branch_locator,{'location': 'Hyderabad'}
Reset my ATM PIN,pin_reset,{}
How to apply for a personal loan?,loan_inquiry,{}
Set up a standing instruction to pay rent of 94737 monthly,standing_instruction,{'amount': '94737'}
How can I open an account?,open_account,{}
Check cashback offers,cashback_inquiry,{}
What is the savings interest rate?,interest_rate,{}
Please stop cheque 499841,stop_cheque,{'cheque_number': '499841'}
Check cashback offers,cashback_inquiry,{}
Open a new savings account,open_account,{'account_type': 'savings'}
I want to withdraw ₹3300,withdraw_money,{'amount': '3300'}
How to close my account?,close_account,{}
Stop cheque number 539170,stop_cheque,{'cheque_number': '539170'}
Create standing instruction for EMI,standing_instruction,{}
Update my KYC documents,kyc_update,{}
Remove beneficiary Maya,beneficiary_remove,{'person': 'Maya'}
Find branch near Andheri,branch_locator,{'location': 'Andheri'}
What is the savings interest rate?,interest_rate,{}
How to close my account?,close_account,{}
Update my address to Kolkata,update_details,{'location': 'Kolkata'}
See you later,goodbye,{}
When is my EMI due?,loan_inquiry,{}
"Thank you, goodbye",goodbye,{}
I want to withdraw 48601,withdraw_money,{'amount': '48601'}
Tell me FD rates,interest_rate,{}
Pay my rent bill of 61574,pay_bill,"{'amount': '61574', 'bill_type': 'rent'}"
Open fixed deposit account,open_account,{}
Order cheque book for my account,request_chequebook,{}
Show balance of account 238381847,check_balance,{'account_number': '238381847'}
Block card ending with 2926,block_card,{'card_number': '2926'}
Tell me about my credit card status,card_inquiry,{}
Update my KYC documents,kyc_update,{}
Change my phone number,update_details,{}
Add a beneficiary named Tanvi account 726527607,beneficiary_add,"{'account_number': '726527607', 'person': 'Tanvi'}"
Convert 100 USD to INR,forex_inquiry,{}
I want to change PIN,change_pin,{}
Pay my loan bill of 52212,pay_bill,"{'amount': '52212', 'bill_type': 'loan'}"
Add a beneficiary named Meena account 948466925,beneficiary_add,"{'account_number': '948466925', 'person': 'Meena'}"
Show my recent card transactions,card_inquiry,{}
Add a beneficiary named Karan account 399943139,beneficiary_add,"{'account_number': '399943139', 'person': 'Karan'}"
Request a new chequebook,request_chequebook,{}
How can I open an account?,open_account,{}
Please stop cheque 472654,stop_cheque,{'cheque_number': '472654'}
Send 57112 to Irfan today,transfer_money,"{'amount': '57112', 'person': 'Irfan'}"
Transfer 36341 on 18/06/2024 to account 687843374,transfer_money,"{'account_number': '687843374', 'amount': '36341', 'date': '18/06/2024'}"
Send 70747 to Suman today,transfer_money,"{'amount': '70747', 'person': 'Suman'}"
Withdraw 43329 from my rd account,withdraw_money,"{'account_type': 'rd', 'amount': '43329'}"
Delete payee Kavita,beneficiary_remove,{'person': 'Kavita'}
Send 35432 to Ravi today,transfer_money,"{'amount': '35432', 'person': 'Ravi'}"
Order cheque book for my account,request_chequebook,{}
Add payee Rohit account 858740450,beneficiary_add,"{'account_number': '858740450', 'person': 'Rohit'}"
Withdraw 32029 from ATM,withdraw_money,{'amount': '32029'}
Pay my credit_card bill of 77031,pay_bill,"{'amount': '77031', 'bill_type': 'credit_card'}"
I want information about personal loan,loan_inquiry,{'loan_type': 'personal'}
Pay subscription bill 37172 on 07/02/2025,pay_bill,"{'amount': '37172', 'date': '07/02/2025', 'bill_type': 'subscription'}"
Stop cheque number 768692,stop_cheque,{'cheque_number': '768692'}
Update email id,update_details,{}
I want information about personal loan,loan_inquiry,{'loan_type': 'personal'}
Update my KYC documents,kyc_update,{}
How do I complete KYC?,kyc_update,{}
Please stop cheque 887009,stop_cheque,{'cheque_number': '887009'}
Check my debit card limit,card_inquiry,{}
How to apply for a personal loan?,loan_inquiry,{}
Convert 100 USD to INR,forex_inquiry,{}
Reset my ATM PIN,pin_reset,{}
Reset my ATM PIN,pin_reset,{}
Deposit salary of 76122,deposit_money,{'amount': '76122'}
Change my phone number,update_details,{}
Add payee Arjun account 508329729,beneficiary_add,"{'account_number': '508329729', 'person': 'Arjun'}"
What is the savings interest rate?,interest_rate,{}
Transfer ₹42367 to account 148974957,transfer_money,"{'account_number': '148974957', 'amount': '42367'}"
Set up a standing instruction to pay rent of 61537 monthly,standing_instruction,{'amount': '61537'}
Change my debit card PIN,change_pin,{}
Open YouTube,out_of_scope,{}
How to apply for a personal loan?,loan_inquiry,{}
What's the weather today?,out_of_scope,{}
What is today's forex rate for USD?,forex_inquiry,{}
Card not working,card_inquiry,{}
Delete payee Arjun,beneficiary_remove,{'person': 'Arjun'}
Open fixed deposit account,open_account,{}
Block card ending with 1983,block_card,{'card_number': '1983'}
Close my nri account,close_account,{'account_type': 'nri'}
Close fixed deposit account,close_account,{}
